ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-01410,I want to switch from annual to monthly billing.,"I want to switch from annual to monthly billing. Whenever possible, please assist with this.",Billing & Payments,low,Low,35,11,Email
TKT-01411,I want to enable or disable email notifications.,I want to enable or disable email notifications. Please let me know how to proceed.,Account Management,normal,Medium,993,12,Email
TKT-01412,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. This is not urgent but I would like it resolved.,Account Management,low,Low,1349,3,Web Form
TKT-01413,Please remove the old payment method from my account.,Please remove the old payment method from my account. I need this resolved TODAY. This is unacceptable.,Account Management,urgent,High,1782,1,Chat
TKT-01414,I was charged for express shipping but it arrived late.,I was charged for express shipping but it arrived late. I am very frustrated and need an immediate resolution.,Shipping & Delivery,urgent,High,1792,14,Chat
TKT-01415,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,494,7,Chat
TKT-01416,I cannot reset my password. The reset email never arrives.,"I cannot reset my password. The reset email never arrives. No rush, but please help when you get a chance.",Technical Support,low,Low,217,13,Email
TKT-01417,My account got locked after too many failed login attempts.,My account got locked after too many failed login attempts. This is not urgent but I would like it resolved.,Technical Support,low,Low,1570,8,Chat
TKT-01418,I want to enable or disable email notifications.,I want to enable or disable email notifications. Please look into this at your earliest convenience.,Account Management,normal,Medium,1363,4,Web Form
TKT-01419,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. I would appreciate a response soon.,Billing & Payments,normal,Medium,1180,2,Phone
TKT-01420,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1340,13,Chat
TKT-01421,My data is not syncing across devices.,My data is not syncing across devices. This is extremely urgent and needs immediate attention!,Technical Support,urgent,High,229,2,Phone
TKT-01422,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,1174,11,Chat
TKT-01423,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. Please look into this at your earliest convenience.,Account Management,normal,Medium,637,1,Chat
TKT-01424,I want to cancel my order before it ships.,I want to cancel my order before it ships. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,1634,4,Chat
TKT-01425,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. URGENT: Please respond immediately.,Billing & Payments,urgent,High,648,4,Phone
TKT-01426,Two-factor authentication is not sending the OTP to my phone...,Two-factor authentication is not sending the OTP to my phone. I would appreciate a response soon.,Technical Support,normal,Medium,1232,9,Chat
TKT-01427,Please update my billing address to the new one.,Please update my billing address to the new one. Please let me know how to proceed.,Billing & Payments,normal,Medium,1411,3,Phone
TKT-01428,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. I would appreciate a response soon.,Product & Service,normal,Medium,1014,9,Web Form
TKT-01429,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. I would appreciate a response soon.,Billing & Payments,normal,Medium,1737,7,Email
TKT-01430,The search feature is not returning relevant results.,The search feature is not returning relevant results. Looking forward to your assistance.,Technical Support,normal,Medium,613,5,Email
TKT-01431,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? Looking forward to your assistance.,Product & Service,normal,Medium,714,12,Web Form
TKT-01432,I upgraded my plan but was charged the old rate.,I upgraded my plan but was charged the old rate. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1427,6,Web Form
TKT-01433,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Please let me know how to proceed.,Billing & Payments,normal,Medium,1774,1,Phone
TKT-01434,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. I need this resolved TODAY. This is unacceptable.,Shipping & Delivery,urgent,High,905,15,Phone
TKT-01435,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,1506,0,Phone
TKT-01436,I want to know more about the premium plan features.,I want to know more about the premium plan features. I would appreciate a response soon.,Product & Service,normal,Medium,772,13,Chat
TKT-01437,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Looking forward to your assistance.,Billing & Payments,normal,Medium,368,1,Email
TKT-01438,How long is the warranty period for this product?,How long is the warranty period for this product? Looking forward to your assistance.,Product & Service,normal,Medium,305,12,Chat
TKT-01439,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. URGENT: Please respond immediately.,Billing & Payments,urgent,High,620,5,Web Form
TKT-01440,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Looking forward to your assistance.,Billing & Payments,normal,Medium,564,14,Phone
TKT-01441,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,1002,7,Email
TKT-01442,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. This is not urgent but I would like it resolved.,Product & Service,low,Low,561,3,Chat
TKT-01443,The item I received was damaged during shipping.,The item I received was damaged during shipping. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,612,4,Email
TKT-01444,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. Please let me know how to proceed.,Account Management,normal,Medium,379,12,Email
TKT-01445,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Please address this when you have time.,Shipping & Delivery,low,Low,1001,2,Email
TKT-01446,The API integration is returning authentication errors.,The API integration is returning authentication errors. Just wanted to bring this to your attention.,Technical Support,low,Low,1766,5,Email
TKT-01447,I want to request a feature that is currently not available.,"I want to request a feature that is currently not available. No rush, but please help when you get a chance.",Product & Service,low,Low,81,4,Chat
TKT-01448,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. Please look into this at your earliest convenience.,Technical Support,normal,Medium,174,3,Phone
TKT-01449,I forgot my security question answer and cannot recover my a...,I forgot my security question answer and cannot recover my account. This is extremely urgent and needs immediate attention!,Account Management,urgent,High,509,9,Email
TKT-01450,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. Please let me know how to proceed.,Product & Service,normal,Medium,912,4,Web Form
TKT-01451,I forgot my security question answer and cannot recover my a...,"I forgot my security question answer and cannot recover my account. Whenever possible, please assist with this.",Account Management,low,Low,1242,6,Email
TKT-01452,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,614,6,Chat
TKT-01453,The product manual is missing from the package.,The product manual is missing from the package. This is a critical issue affecting my business operations.,Product & Service,urgent,High,569,4,Web Form
TKT-01454,I upgraded my plan but was charged the old rate.,I upgraded my plan but was charged the old rate. Looking forward to your assistance.,Billing & Payments,normal,Medium,1331,5,Web Form
TKT-01455,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,1423,4,Chat
TKT-01456,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. I would appreciate a response soon.,Billing & Payments,normal,Medium,1464,11,Chat
TKT-01457,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. URGENT: Please respond immediately.,Shipping & Delivery,urgent,High,777,0,Chat
TKT-01458,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,1401,13,Email
TKT-01459,I want to enable or disable email notifications.,I want to enable or disable email notifications. This is a critical issue affecting my business operations.,Account Management,urgent,High,1594,8,Chat
TKT-01460,My data is not syncing across devices.,My data is not syncing across devices. URGENT: Please respond immediately.,Technical Support,urgent,High,456,12,Email
TKT-01461,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1206,15,Email
TKT-01462,Can I get a demo before purchasing the enterprise plan?,Can I get a demo before purchasing the enterprise plan? Kindly help me resolve this issue.,Product & Service,normal,Medium,1130,8,Email
TKT-01463,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Looking forward to your assistance.,Billing & Payments,normal,Medium,371,11,Web Form
TKT-01464,I need an urgent delivery but the standard option is too slo...,I need an urgent delivery but the standard option is too slow. This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,1407,4,Chat
TKT-01465,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. Kindly help me resolve this issue.,Technical Support,normal,Medium,109,11,Chat
TKT-01466,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? I would appreciate a response soon.,Product & Service,normal,Medium,899,11,Web Form
TKT-01467,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. Looking forward to your assistance.,Product & Service,normal,Medium,1067,7,Phone
TKT-01468,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1732,2,Email
TKT-01469,My bank says the transaction was declined but I see a charge...,My bank says the transaction was declined but I see a charge. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,339,1,Email
TKT-01470,I forgot my security question answer and cannot recover my a...,"I forgot my security question answer and cannot recover my account. No rush, but please help when you get a chance.",Account Management,low,Low,869,4,Web Form
TKT-01471,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,1430,3,Web Form
TKT-01472,Please update my billing address to the new one.,Please update my billing address to the new one. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,1463,13,Phone
TKT-01473,Video calls keep disconnecting after a few minutes.,Video calls keep disconnecting after a few minutes. Please let me know how to proceed.,Technical Support,normal,Medium,1401,1,Web Form
TKT-01474,The API integration is returning authentication errors.,The API integration is returning authentication errors. Please address this when you have time.,Technical Support,low,Low,461,5,Email
TKT-01475,I need to update my company name in the account settings.,I need to update my company name in the account settings. This is a critical issue affecting my business operations.,Account Management,urgent,High,105,13,Web Form
TKT-01476,I received the wrong item in my package.,I received the wrong item in my package. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,693,7,Email
TKT-01477,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. Kindly help me resolve this issue.,Account Management,normal,Medium,437,0,Web Form
TKT-01478,My account got locked after too many failed login attempts.,My account got locked after too many failed login attempts. Please let me know how to proceed.,Technical Support,normal,Medium,1692,1,Web Form
TKT-01479,The product color I received is different from what I ordere...,The product color I received is different from what I ordered. Kindly help me resolve this issue.,Product & Service,normal,Medium,13,14,Phone
TKT-01480,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. This is a critical issue affecting my business operations.,Account Management,urgent,High,1824,5,Web Form
TKT-01481,I want to update my email address on the account.,I want to update my email address on the account. URGENT: Please respond immediately.,Account Management,urgent,High,405,2,Chat
TKT-01482,The tracking number provided is not working on the courier w...,"The tracking number provided is not working on the courier website. No rush, but please help when you get a chance.",Shipping & Delivery,low,Low,319,8,Chat
TKT-01483,I want to cancel my order before it ships.,I want to cancel my order before it ships. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,878,5,Phone
TKT-01484,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Looking forward to your assistance.,Billing & Payments,normal,Medium,332,4,Phone
TKT-01485,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,227,6,Phone
TKT-01486,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,65,5,Chat
TKT-01487,My order was split into two shipments but I only received on...,"My order was split into two shipments but I only received one. No rush, but please help when you get a chance.",Shipping & Delivery,low,Low,863,15,Web Form
TKT-01488,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. Looking forward to your assistance.,Technical Support,normal,Medium,1028,12,Chat
TKT-01489,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. I would appreciate a response soon.,Billing & Payments,normal,Medium,319,11,Email
TKT-01490,The application crashes every time I try to open it.,The application crashes every time I try to open it. Kindly help me resolve this issue.,Technical Support,normal,Medium,880,0,Web Form
TKT-01491,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,1559,13,Chat
TKT-01492,How do I upgrade from the basic to the professional plan?,How do I upgrade from the basic to the professional plan? I would appreciate a response soon.,Product & Service,normal,Medium,511,8,Email
TKT-01493,How do I download all my data before closing the account?,How do I download all my data before closing the account? URGENT: Please respond immediately.,Account Management,urgent,High,407,15,Email
TKT-01494,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. I am very frustrated and need an immediate resolution.,Product & Service,urgent,High,1289,4,Chat
TKT-01495,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,394,4,Web Form
TKT-01496,Please update my billing address to the new one.,Please update my billing address to the new one. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,779,13,Phone
TKT-01497,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Looking forward to your assistance.,Technical Support,normal,Medium,126,13,Email
TKT-01498,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. Kindly help me resolve this issue.,Account Management,normal,Medium,719,13,Chat
TKT-01499,Can I have multiple profiles under one account?,Can I have multiple profiles under one account? This is extremely urgent and needs immediate attention!,Account Management,urgent,High,2,1,Phone
TKT-01500,My data is not syncing across devices.,My data is not syncing across devices. Please let me know how to proceed.,Technical Support,normal,Medium,207,13,Chat
TKT-01501,Can I change the primary contact number on my profile?,Can I change the primary contact number on my profile? Kindly help me resolve this issue.,Account Management,normal,Medium,229,3,Email
TKT-01502,Can I return a product that was bought during a sale?,"Can I return a product that was bought during a sale? Whenever possible, please assist with this.",Product & Service,low,Low,739,11,Phone
TKT-01503,The API integration is returning authentication errors.,The API integration is returning authentication errors. Please let me know how to proceed.,Technical Support,normal,Medium,787,2,Email
TKT-01504,The API integration is returning authentication errors.,The API integration is returning authentication errors. Please look into this at your earliest convenience.,Technical Support,normal,Medium,85,6,Chat
TKT-01505,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? I am very frustrated and need an immediate resolution.,Shipping & Delivery,urgent,High,1268,10,Phone
TKT-01506,I was charged for express shipping but it arrived late.,I was charged for express shipping but it arrived late. I need this resolved TODAY. This is unacceptable.,Shipping & Delivery,urgent,High,90,4,Chat
TKT-01507,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,712,11,Web Form
TKT-01508,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. Looking forward to your assistance.,Billing & Payments,normal,Medium,859,0,Chat
TKT-01509,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. I would appreciate a response soon.,Product & Service,normal,Medium,594,1,Email
TKT-01510,Video calls keep disconnecting after a few minutes.,Video calls keep disconnecting after a few minutes. This is not urgent but I would like it resolved.,Technical Support,low,Low,1403,2,Chat
TKT-01511,I was charged for express shipping but it arrived late.,I was charged for express shipping but it arrived late. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,1597,12,Web Form
TKT-01512,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,328,6,Email
TKT-01513,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Please let me know how to proceed.,Product & Service,normal,Medium,531,9,Chat
TKT-01514,How do I download all my data before closing the account?,How do I download all my data before closing the account? Please look into this at your earliest convenience.,Account Management,normal,Medium,351,7,Email
TKT-01515,The product stopped working after just two weeks of use.,The product stopped working after just two weeks of use. I would appreciate a response soon.,Product & Service,normal,Medium,1810,8,Chat
TKT-01516,I need to update my company name in the account settings.,I need to update my company name in the account settings. I would appreciate a response soon.,Account Management,normal,Medium,1687,6,Email
TKT-01517,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. Please let me know how to proceed.,Billing & Payments,normal,Medium,756,10,Email
TKT-01518,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. Looking forward to your assistance.,Product & Service,normal,Medium,1253,9,Phone
TKT-01519,I want to switch from annual to monthly billing.,"I want to switch from annual to monthly billing. Whenever possible, please assist with this.",Billing & Payments,low,Low,450,8,Chat
TKT-01520,I want to update my email address on the account.,I want to update my email address on the account. Please let me know how to proceed.,Account Management,normal,Medium,218,12,Phone
TKT-01521,The product manual is missing from the package.,The product manual is missing from the package. URGENT: Please respond immediately.,Product & Service,urgent,High,452,10,Phone
TKT-01522,I lost all my saved settings after the system update.,I lost all my saved settings after the system update. Looking forward to your assistance.,Technical Support,normal,Medium,319,14,Chat
TKT-01523,My order has been stuck in transit for over a week.,My order has been stuck in transit for over a week. URGENT: Please respond immediately.,Shipping & Delivery,urgent,High,192,15,Chat
TKT-01524,I received the wrong item in my package.,I received the wrong item in my package. Just wanted to bring this to your attention.,Shipping & Delivery,low,Low,387,15,Chat
TKT-01525,I want to update my email address on the account.,I want to update my email address on the account. I would appreciate a response soon.,Account Management,normal,Medium,1675,12,Chat
TKT-01526,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,932,12,Email
TKT-01527,How do I upgrade from the basic to the professional plan?,How do I upgrade from the basic to the professional plan? Please look into this at your earliest convenience.,Product & Service,normal,Medium,1236,3,Web Form
TKT-01528,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,1564,1,Chat
TKT-01529,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,1285,0,Email
TKT-01530,I upgraded my plan but was charged the old rate.,I upgraded my plan but was charged the old rate. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1747,2,Chat
TKT-01531,Two-factor authentication is not sending the OTP to my phone...,Two-factor authentication is not sending the OTP to my phone. Looking forward to your assistance.,Technical Support,normal,Medium,1671,5,Phone
TKT-01532,Can I change the primary contact number on my profile?,Can I change the primary contact number on my profile? This is extremely urgent and needs immediate attention!,Account Management,urgent,High,1114,8,Email
TKT-01533,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,608,3,Web Form
TKT-01534,The application crashes every time I try to open it.,"The application crashes every time I try to open it. No rush, but please help when you get a chance.",Technical Support,low,Low,465,13,Web Form
TKT-01535,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. I would appreciate a response soon.,Technical Support,normal,Medium,1801,12,Email
TKT-01536,I received the wrong item in my package.,I received the wrong item in my package. Just wanted to bring this to your attention.,Shipping & Delivery,low,Low,209,9,Phone
TKT-01537,Please update my billing address to the new one.,Please update my billing address to the new one. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,174,1,Chat
TKT-01538,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. Please let me know how to proceed.,Technical Support,normal,Medium,372,13,Chat
TKT-01539,Please remove the old payment method from my account.,"Please remove the old payment method from my account. Whenever possible, please assist with this.",Account Management,low,Low,1793,3,Phone
TKT-01540,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,1661,2,Email
TKT-01541,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Kindly help me resolve this issue.,Technical Support,normal,Medium,303,12,Web Form
TKT-01542,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. I am very frustrated and need an immediate resolution.,Shipping & Delivery,urgent,High,876,8,Chat
TKT-01543,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Just wanted to bring this to your attention.,Billing & Payments,low,Low,1572,12,Phone
TKT-01544,Can I change the primary contact number on my profile?,Can I change the primary contact number on my profile? Looking forward to your assistance.,Account Management,normal,Medium,1233,10,Chat
TKT-01545,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. Looking forward to your assistance.,Technical Support,normal,Medium,1104,15,Chat
TKT-01546,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1080,7,Email
TKT-01547,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. This is extremely urgent and needs immediate attention!,Technical Support,urgent,High,743,15,Chat
TKT-01548,I was charged twice for my subscription this month.,"I was charged twice for my subscription this month. Whenever possible, please assist with this.",Billing & Payments,low,Low,1739,4,Phone
TKT-01549,I received the wrong item in my package.,I received the wrong item in my package. Please address this when you have time.,Shipping & Delivery,low,Low,863,7,Chat
TKT-01550,The application crashes every time I try to open it.,The application crashes every time I try to open it. Please look into this at your earliest convenience.,Technical Support,normal,Medium,1425,4,Web Form
TKT-01551,My bank says the transaction was declined but I see a charge...,"My bank says the transaction was declined but I see a charge. Whenever possible, please assist with this.",Billing & Payments,low,Low,111,3,Email
TKT-01552,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,62,4,Phone
TKT-01553,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. This is extremely urgent and needs immediate attention!,Technical Support,urgent,High,1166,13,Chat
TKT-01554,Two-factor authentication is not sending the OTP to my phone...,Two-factor authentication is not sending the OTP to my phone. Please let me know how to proceed.,Technical Support,normal,Medium,1431,9,Web Form
TKT-01555,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,588,3,Chat
TKT-01556,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. Please let me know how to proceed.,Billing & Payments,normal,Medium,1539,5,Chat
TKT-01557,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. This is not urgent but I would like it resolved.,Billing & Payments,low,Low,1135,8,Phone
TKT-01558,I am unable to upload files. It shows an error every time.,"I am unable to upload files. It shows an error every time. Whenever possible, please assist with this.",Technical Support,low,Low,189,12,Chat
TKT-01559,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. I would appreciate a response soon.,Technical Support,normal,Medium,804,5,Email
TKT-01560,The item I received was damaged during shipping.,The item I received was damaged during shipping. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1695,12,Chat
TKT-01561,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Looking forward to your assistance.,Billing & Payments,normal,Medium,399,8,Email
TKT-01562,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,58,7,Phone
TKT-01563,The dashboard is showing incorrect data and outdated metrics...,The dashboard is showing incorrect data and outdated metrics. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,1223,0,Phone
TKT-01564,The dashboard is showing incorrect data and outdated metrics...,The dashboard is showing incorrect data and outdated metrics. This is extremely urgent and needs immediate attention!,Technical Support,urgent,High,493,8,Email
TKT-01565,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. URGENT: Please respond immediately.,Product & Service,urgent,High,94,1,Phone
TKT-01566,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. This is a critical issue affecting my business operations.,Billing & Payments,urgent,High,1540,9,Web Form
TKT-01567,The product stopped working after just two weeks of use.,The product stopped working after just two weeks of use. Looking forward to your assistance.,Product & Service,normal,Medium,1487,11,Chat
TKT-01568,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Please let me know how to proceed.,Billing & Payments,normal,Medium,207,4,Email
TKT-01569,Can I return a product that was bought during a sale?,Can I return a product that was bought during a sale? Please let me know how to proceed.,Product & Service,normal,Medium,1780,1,Phone
TKT-01570,The website is loading very slowly on my browser.,The website is loading very slowly on my browser. Please look into this at your earliest convenience.,Technical Support,normal,Medium,1813,2,Chat
TKT-01571,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. I would appreciate a response soon.,Technical Support,normal,Medium,1575,5,Phone
TKT-01572,I was charged for express shipping but it arrived late.,I was charged for express shipping but it arrived late. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,738,13,Email
TKT-01573,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. I am very frustrated and need an immediate resolution.,Shipping & Delivery,urgent,High,1243,2,Chat
TKT-01574,How long is the warranty period for this product?,"How long is the warranty period for this product? No rush, but please help when you get a chance.",Product & Service,low,Low,1649,0,Chat
TKT-01575,I forgot my security question answer and cannot recover my a...,"I forgot my security question answer and cannot recover my account. No rush, but please help when you get a chance.",Account Management,low,Low,1022,3,Web Form
TKT-01576,I need to transfer my account to a different email.,I need to transfer my account to a different email. Just wanted to bring this to your attention.,Account Management,low,Low,140,8,Phone
TKT-01577,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. URGENT: Please respond immediately.,Account Management,urgent,High,529,15,Phone
TKT-01578,My order was split into two shipments but I only received on...,"My order was split into two shipments but I only received one. No rush, but please help when you get a chance.",Shipping & Delivery,low,Low,1165,15,Email
TKT-01579,I need to update my company name in the account settings.,I need to update my company name in the account settings. Looking forward to your assistance.,Account Management,normal,Medium,1756,4,Web Form
TKT-01580,I forgot my security question answer and cannot recover my a...,"I forgot my security question answer and cannot recover my account. Whenever possible, please assist with this.",Account Management,low,Low,766,2,Web Form
TKT-01581,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Please look into this at your earliest convenience.,Product & Service,normal,Medium,1272,1,Chat
TKT-01582,The product I received does not match the description on the...,The product I received does not match the description on the website. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,596,12,Chat
TKT-01583,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? Just wanted to bring this to your attention.,Product & Service,low,Low,796,14,Email
TKT-01584,Can I change the primary contact number on my profile?,Can I change the primary contact number on my profile? Please let me know how to proceed.,Account Management,normal,Medium,1676,14,Email
TKT-01585,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Looking forward to your assistance.,Billing & Payments,normal,Medium,1574,13,Chat
TKT-01586,My order has been stuck in transit for over a week.,My order has been stuck in transit for over a week. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,1238,15,Chat
TKT-01587,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,1117,4,Web Form
TKT-01588,The API integration is returning authentication errors.,The API integration is returning authentication errors. I am very frustrated and need an immediate resolution.,Technical Support,urgent,High,65,12,Email
TKT-01589,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. Looking forward to your assistance.,Account Management,normal,Medium,438,1,Chat
TKT-01590,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,517,5,Email
TKT-01591,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. Please look into this at your earliest convenience.,Technical Support,normal,Medium,611,14,Web Form
TKT-01592,The product stopped working after just two weeks of use.,The product stopped working after just two weeks of use. Kindly help me resolve this issue.,Product & Service,normal,Medium,377,1,Email
TKT-01593,My order has been stuck in transit for over a week.,"My order has been stuck in transit for over a week. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,337,6,Phone
